t,v
-201.93423597679066, 0
-172.1470019342364, 40.00000000000023
-147.0019342359783, 58.181818181818244
-100.96711798839578, 74.5454545454545
-56.09284332688685, 85.4545454545455
9.284332688586801, 92.72727272727298
84.52611218568472, 96.36363636363626
149.12959381044402, 100
255.51257253384756, 100
319.34235976789023, 100

